                                                  

        SCF,CCSD
   -146.05276089,   -146.91120532
   -146.05727942,   -146.95953008
   -145.93999779,   -146.77287329
   -145.90879833,   -146.76776323
   -145.81939860,   -146.63213093
   -145.65049829,   -146.44813963
   -145.08626731,   -145.83625060
   -143.87119356,   -144.55626858
   -142.08515167,   -142.71191015
   -139.68669621,   -140.25911209
   -136.69063807,   -137.19994359
   -132.76772093,   -133.25036814
   -128.17225804,   -128.61856551
   -122.82445659,   -123.23605715
   -116.69751549,   -117.07523058
   -109.82452186,   -110.15795400
    -77.11718653,    -77.28223852
    -35.51426134,    -35.58489574
                                                  
