energy   error   state
-22.81811877 0.0008302016594 2.35
-22.84012282 0.0008031621725 2.45
-22.84931998 0.0006338702549 2.55
-22.8544324 0.0007223863751 2.65
-22.84946636 0.0008142077796 2.75
-22.84724884 0.0009392213591 2.85
-22.84409598 0.00256485257 2.95
