energy   error   state
-293.8728284 0.0006329576971 2.2
-293.8873093 0.001008248066 2.3
-293.8975168 0.0008907754673 2.4
-293.8983772 0.0008541374087 2.5
-293.8969757 0.0008579401999 2.6
-293.8959437 0.0007596184069 2.7
