Z,SCF,CCSD,A_SCF,A_CCSD,B_SCF,B_CCSD
1.5,-21609.50183,-21609.82434,-21534.84774,-21534.91449,-74.85920120,-75.03694110
1.6,-21609.61189,-21609.94548,,,,
1.7,-21609.66827,-21610.01529,,,,
1.8,-21609.69055,-21610.05314,,,,
1.9,-21609.69157,-21610.07026,,,,
2.0,-21609.67973,-21610.07329,,,,
2.1,-21609.66062,-21610.06748,,,,
2.2,-21609.63824,-21610.05771,,,,

