                                                  

     Z,SCF,CCSD,A_SCF,A_CCSD,B_SCF,B_CCSD
   1.5,   -150.5355811,   -151.5356970,   -135.0063602,   -135.7077514,   -15.68703503,   -15.86622096
   1.6,   -150.6121171,   -151.6008092,      0.0000000,      0.0000000,     0.00000000,     0.00000000
   1.7,   -150.6566568,   -151.6331887,      0.0000000,      0.0000000,     0.00000000,     0.00000000
   1.8,   -150.6804283,   -151.6463423,      0.0000000,      0.0000000,     0.00000000,     0.00000000
   1.9,   -150.6908032,   -151.6485074,      0.0000000,      0.0000000,     0.00000000,     0.00000000
   2.0,   -150.6926181,   -151.6445640,      0.0000000,      0.0000000,     0.00000000,     0.00000000
   2.1,   -150.6890609,   -151.6373938,      0.0000000,      0.0000000,     0.00000000,     0.00000000
   2.2,   -150.6822335,   -151.6287164,      0.0000000,      0.0000000,     0.00000000,     0.00000000
                                                  
