energy   error   state
-22.81811877 0.0008302016594 2.35
-22.84012282 0.0008031621725 2.45
-22.85126579 0.000554089242 2.55
-22.8544324 0.0007223863751 2.65
-22.85297667 0.0005654778715 2.75
-22.84906828 0.0006354009793 2.85
-22.84409598 0.00256485257 2.95
