energy   error   state
-293.9043841 0.0008050214203 2.2
-293.9171667 0.001108129071 2.3
-293.9273051 0.001058419015 2.4
-293.9309384 0.0008704813838 2.5
-293.9318404 0.0007549766518 2.6
-293.9283693 0.0008864065721 2.7
