                                                  

        SCF,CCSD
   -146.04917266,   -146.82981547
   -146.05351303,   -146.87712933
   -145.93675959,   -146.69220592
   -145.90597844,   -146.69159608
   -145.81579846,   -146.55151739
   -145.64719541,   -146.37282601
   -145.08297577,   -145.76110911
   -143.86798768,   -144.48722271
   -142.08186628,   -142.65017007
   -139.68317342,   -140.20597850
   -136.68667153,   -137.15571222
   -132.76362052,   -133.21248937
   -128.16782368,   -128.58656143
   -122.81940707,   -123.20986257
   -116.69139864,   -117.05463420
   -109.81664489,   -110.14132190
    -77.15604358,    -77.32177147
    -35.48898411,    -35.56205273
                                                  
