
     Z,SCF,CCSD
   1.885,   -142.1898591,   -143.1757569
   1.835,   -142.1849005,   -143.1763908
   1.785,   -142.1773715,   -143.1754192
   1.735,   -142.1667628,   -143.1722955
   1.685,   -142.1525055,   -143.1662664
   1.635,   -142.1339745,   -143.1563478
   1.585,   -142.1104879,   -143.1413080
   1.535,   -142.0813106,   -143.1196396
   1.485,   -142.0457090,   -143.0894844
                                                  
