Z,SCF,CCSD,A_SCF,A_CCSD,B_SCF,B_CCSD
1.5,-21609.50183,-21612.87810,-21534.84774,-21537.87132,-74.85920120,-75.09173839
1.6,-21609.61189,-21612.99228,,,,
1.7,-21609.66827,-21613.05465,,,,
1.8,-21609.69055,-21613.08433,,,,
1.9,-21609.69157,-21613.09373,,,,
2.0,-21609.67973,-21613.09098,,,,
2.1,-21609.66062,-21613.08156,,,,
2.2,-21609.63824,-21613.06992,,,,

