 Level   Rel eigenvalue     Abs eigenvalue      Total Energy    Degeneracy

    1     0.0000000000     -0.942293448422      -65.177687919626 (   2 * )
    2     0.0210114352     -0.921282013263      -65.156676484467 (   2 * )
    3     0.0230029340     -0.919290514413      -65.154684985616 (   2 * )


 Total average:       -65.1630164632
