                                                  

       SCF,CCSD
   -67.41808798,   -67.91542460
   -67.50452217,   -67.97034260
   -67.39754343,   -67.84969029
   -67.47903540,   -67.99535169
   -67.22065338,   -67.65680494
   -67.27448934,   -67.70826701
   -67.05994938,   -67.53557337
   -66.71744493,   -67.12107512
   -65.75810371,   -66.12956848
   -64.31742241,   -64.66091891
   -62.35419149,   -62.67236023
   -61.52731372,   -61.84409385
   -59.87313777,   -60.15913265
   -44.05779693,   -44.20386465
   -21.17861011,   -21.24393539
                                                  
