        SCF,CCSD
   -126.32692524,   -127.06848668
   -126.31161131,   -127.07320138
   -126.31240738,   -127.02980309
   -126.22648653,   -126.94183990
   -126.08067420,   -126.75465321
   -125.98231344,   -126.63678702
   -125.42669172,   -126.03608154
   -124.26970938,   -124.82498002
   -122.56249796,   -123.07033061
   -120.31308756,   -120.76619532
    -98.10086975,    -98.41427769
    -69.23858279,    -69.40299554
    -31.77964680,    -31.86238796
                                                  
