                                                  

          SCF
   -17865.39990
   -17865.40353
   -17865.30025
   -17865.21133
   -17865.18250
   -17864.97013
   -17864.44352
   -17863.26130
   -17861.56229
   -17859.31415
   -17856.53167
   -17832.22026
   -17802.99414
   -17765.91606
                                                  
