z,bind
1.5,0.12709110000000123
1.6,0.005951099997076881
1.7,-0.06385890000015593
1.8,-0.10170890000077293
1.9,-0.11882890000120483
2.0,-0.12185890000105815
2.1,-0.11604890000231194
2.2,-0.10627890000174034
