                                                  

       SCF,CCSD
   -30.31824504,   -30.61169759
   -30.27990990,   -30.54465849
   -30.24929149,   -30.52716067
   -30.14369141,   -30.40281499
   -30.07267642,   -30.33385228
   -29.75986620,   -29.99790025
                                                  
