        3  0111111010                  0.2760    0.5253    0.0000
        5  1011110110                  0.0017    0.0417    0.0000
        6  1101101110                  0.1552   -0.3940    0.0000
        7  0111101110                  0.0017   -0.0417    0.0000
        9  1011111001                  0.0701   -0.2648    0.0000
       10  1110110101                  0.0877    0.2961    0.0000
       11  1111001101                  0.1808   -0.4252    0.0000
       12  1011101101                  0.0058   -0.0761    0.0000
       13  1101110011                  0.1035   -0.3217    0.0000
       14  0111110011                  0.0185   -0.1361    0.0000
       15  1101100111                  0.0350    0.1872    0.0000
       18  0011011111                  0.0284   -0.1684    0.0000
       19  0100111111                  0.0346   -0.1860    0.0000
