
        SCF,CCSD
   -126.50402288,   -127.25943618
   -126.48930095,   -127.26050442
   -126.49042619,   -127.21864015
   -126.40197445,   -127.12598930
   -126.26409895,   -126.95027249
   -126.16238579,   -126.82648664
   -125.61815454,   -126.23866145
   -124.47018863,   -125.03556617
   -122.77184177,   -123.28886729
   -120.52974060,   -120.99133628
    -98.29053939,    -98.60936701
    -69.44076957,    -69.60609945
    -31.92991753,    -32.00912672
                                                  
