        SCF,CCSD
   -126.98590156,   -127.74094166
   -126.98075431,   -127.75361540
   -126.98070014,   -127.70921158
   -126.90315061,   -127.62715034
   -126.74795839,   -127.43341794
   -126.65851775,   -127.32219654
   -126.10450280,   -126.72387163
   -124.95913750,   -125.52316751
   -123.26312644,   -123.77871984
   -121.02283777,   -121.48295872
    -98.77076936,    -99.08930976
    -69.92624468,    -70.08744387
    -32.41294652,    -32.48363550
                                                  
