        SCF,CCSD
   -126.54841667,   -127.29363581
   -126.53629244,   -127.30135106
   -126.53683702,   -127.25736020
   -126.45388367,   -127.17183961
   -126.30437243,   -126.98139386
   -126.20930660,   -126.86621863
   -125.65342077,   -126.26533269
   -124.50006915,   -125.05742570
   -122.79677741,   -123.30632465
   -120.55122557,   -121.00577296
    -98.34830458,    -98.66249721
    -69.48215237,    -69.64568543
    -31.96771712,    -32.04794398
                                                  
