0: output to I.dmc.o
544: Timestep is 1.15647058823529
1904: Timestep is 1.15647058823529
1360: Timestep is 1.15647058823529
816: Timestep is 1.15647058823529
1632: Timestep is 1.15647058823529
272: Timestep is 1.15647058823529
0: Timestep is 1.15647058823529
545: Timestep is 1.15647058823529
1905: Timestep is 1.15647058823529
1088: Timestep is 1.15647058823529
1633: Timestep is 1.15647058823529
273: Timestep is 1.15647058823529
1634: Timestep is 1.15647058823529
546: Timestep is 1.15647058823529
27: Timestep is 1.15647058823529
1906: Timestep is 1.15647058823529
274: Timestep is 1.15647058823529
547: Timestep is 1.15647058823529
28: Timestep is 1.15647058823529
1907: Timestep is 1.15647058823529
275: Timestep is 1.15647058823529
29: Timestep is 1.15647058823529
1635: Timestep is 1.15647058823529
1636: Timestep is 1.15647058823529
548: Timestep is 1.15647058823529
276: Timestep is 1.15647058823529
30: Timestep is 1.15647058823529
1637: Timestep is 1.15647058823529
549: Timestep is 1.15647058823529
277: Timestep is 1.15647058823529
1638: Timestep is 1.15647058823529
31: Timestep is 1.15647058823529
550: Timestep is 1.15647058823529
278: Timestep is 1.15647058823529
1639: Timestep is 1.15647058823529
32: Timestep is 1.15647058823529
551: Timestep is 1.15647058823529
279: Timestep is 1.15647058823529
1640: Timestep is 1.15647058823529
552: Timestep is 1.15647058823529
33: Timestep is 1.15647058823529
280: Timestep is 1.15647058823529
1641: Timestep is 1.15647058823529
34: Timestep is 1.15647058823529
553: Timestep is 1.15647058823529
1908: Timestep is 1.15647058823529
281: Timestep is 1.15647058823529
1642: Timestep is 1.15647058823529
35: Timestep is 1.15647058823529
554: Timestep is 1.15647058823529
282: Timestep is 1.15647058823529
1909: Timestep is 1.15647058823529
36: Timestep is 1.15647058823529
1910: Timestep is 1.15647058823529
1361: Timestep is 1.15647058823529
817: Timestep is 1.15647058823529
1362: Timestep is 1.15647058823529
818: Timestep is 1.15647058823529
1363: Timestep is 1.15647058823529
819: Timestep is 1.15647058823529
1364: Timestep is 1.15647058823529
820: Timestep is 1.15647058823529
1365: Timestep is 1.15647058823529
821: Timestep is 1.15647058823529
1366: Timestep is 1.15647058823529
822: Timestep is 1.15647058823529
1911: Timestep is 1.15647058823529
1367: Timestep is 1.15647058823529
823: Timestep is 1.15647058823529
1368: Timestep is 1.15647058823529
824: Timestep is 1.15647058823529
1912: Timestep is 1.15647058823529
1369: Timestep is 1.15647058823529
1089: Timestep is 1.15647058823529
825: Timestep is 1.15647058823529
1913: Timestep is 1.15647058823529
1370: Timestep is 1.15647058823529
1090: Timestep is 1.15647058823529
826: Timestep is 1.15647058823529
1914: Timestep is 1.15647058823529
1091: Timestep is 1.15647058823529
1092: Timestep is 1.15647058823529
1093: Timestep is 1.15647058823529
1094: Timestep is 1.15647058823529
827: Timestep is 1.15647058823529
1095: Timestep is 1.15647058823529
1371: Timestep is 1.15647058823529
1096: Timestep is 1.15647058823529
1643: Timestep is 1.15647058823529
1097: Timestep is 1.15647058823529
555: Timestep is 1.15647058823529
1098: Timestep is 1.15647058823529
828: Timestep is 1.15647058823529
283: Timestep is 1.15647058823529
1372: Timestep is 1.15647058823529
1644: Timestep is 1.15647058823529
37: Timestep is 1.15647058823529
284: Timestep is 1.15647058823529
1645: Timestep is 1.15647058823529
556: Timestep is 1.15647058823529
38: Timestep is 1.15647058823529
1373: Timestep is 1.15647058823529
1099: Timestep is 1.15647058823529
829: Timestep is 1.15647058823529
557: Timestep is 1.15647058823529
830: Timestep is 1.15647058823529
285: Timestep is 1.15647058823529
1374: Timestep is 1.15647058823529
1646: Timestep is 1.15647058823529
39: Timestep is 1.15647058823529
1100: Timestep is 1.15647058823529
558: Timestep is 1.15647058823529
831: Timestep is 1.15647058823529
286: Timestep is 1.15647058823529
1375: Timestep is 1.15647058823529
1647: Timestep is 1.15647058823529
40: Timestep is 1.15647058823529
1101: Timestep is 1.15647058823529
559: Timestep is 1.15647058823529
287: Timestep is 1.15647058823529
1648: Timestep is 1.15647058823529
560: Timestep is 1.15647058823529
41: Timestep is 1.15647058823529
1915: Timestep is 1.15647058823529
1376: Timestep is 1.15647058823529
1102: Timestep is 1.15647058823529
832: Timestep is 1.15647058823529
288: Timestep is 1.15647058823529
1649: Timestep is 1.15647058823529
42: Timestep is 1.15647058823529
1916: Timestep is 1.15647058823529
1377: Timestep is 1.15647058823529
