z,bind
1.679000,-0.080265
1.629000,-0.083064
1.579000,-0.085026
1.529000,-0.085897
1.479000,-0.085361
1.429000,-0.083028
1.379000,-0.078414
1.329000,-0.070930
1.279000,-0.059840
1.229000,-0.044218
1.179000,-0.022888
