                                                  

        SCF,CCSD
   -146.04854590,   -146.93536738
   -146.05297257,   -146.98368682
   -145.93634724,   -146.79772548
   -145.90525060,   -146.79253708
   -145.81529386,   -146.65613855
   -145.64695650,   -146.47257373
   -145.08248100,   -145.85996972
   -143.86751137,   -144.57923766
   -142.08140302,   -142.73378259
   -139.68272994,   -140.27956646
   -136.68627175,   -137.21831605
   -132.76328856,   -133.26732701
   -128.16754720,   -128.63325965
   -122.81915613,   -123.24787934
   -116.69114512,   -117.08344891
   -109.81636980,   -110.16088147
    -77.16787374,    -77.33847829
    -35.48559996,    -35.55966981
                                                  
