Z,SCF,CCSD,A_SCF,A_CCSD,B_SCF,B_CCSD
   1.3,   -18413.71245,   -18414.38924,    -18413.16835,   -18413.78586,  -0.49982785,  -0.4998278
   1.4,   -18413.73488,   -18414.40958,	0,	0,	0,	0
   1.5,   -18413.74359,   -18414.41601,	0,	0,	0,	0
   1.6,   -18413.74372,   -18414.41386,	0,	0,	0,	0
   1.7,   -18413.73855,   -18414.40658,	0,	0,	0,	0
   1.8,   -18413.73022,   -18414.39642,	0,	0,	0,	0
                                                  
