        SCF,CCSD
   -103.76694664,   -104.37594094
   -103.76316726,   -104.36571950
   -103.66962975,   -104.30138577
   -103.51018411,   -104.05053367
   -103.48093783,   -104.03773859
   -103.76916082,   -104.43363182
   -102.90717868,   -103.40392530
   -101.89586921,   -102.34162329
   -100.44548362,   -100.83346599
    -98.28943531,    -98.65387340
    -95.61867111,    -95.95426043
    -92.36727370,    -92.67682875
    -88.51149734,    -88.79663956
    -86.62787516,    -86.98476761
    -84.07593993,    -84.33103919
    -28.73572482,    -28.78611437
