        SCF,CCSD
   -103.81055252,   -104.42401449
   -103.80657319,   -104.41350085
   -103.71284185,   -104.34903111
   -103.55395005,   -104.09823960
   -103.52458642,   -104.08541665
   -103.81253925,   -104.48171639
   -102.95139122,   -103.45169588
   -101.94078503,   -102.38960581
   -100.49126787,   -100.88191100
    -98.33642462,    -98.70299893
    -95.66714711,    -96.00441586
    -92.41757486,    -92.72839172
    -88.56400967,    -88.85004714
    -86.67890191,    -87.03939598
    -84.13107580,    -84.38680437
    -28.79304386,    -28.84468563
