z,bind
1.679000,-0.084184
1.629000,-0.087056
1.579000,-0.089103
1.529000,-0.090063
1.479000,-0.089624
1.429000,-0.087385
1.379000,-0.082866
1.329000,-0.075465
1.279000,-0.064440
1.229000,-0.048857
1.179000,-0.027538
