                                                  

       SCF,CCSD
   -67.09047005,   -67.55461260
   -67.13253503,   -67.55886002
   -66.98597001,   -67.41112448
   -67.10495270,   -67.59986303
   -66.87669325,   -67.27082556
   -66.85309078,   -67.24357638
   -66.79371737,   -67.22600059
   -66.32100289,   -66.68025943
   -65.41425478,   -65.74132994
   -64.06015661,   -64.35934201
   -62.22172511,   -62.49564031
   -61.53282384,   -61.80530912
   -61.06630313,   -61.35073301
   -59.90494602,   -60.14946363
   -44.23127110,   -44.34924082
   -21.71108263,   -21.76053964
                                                  
