050	-16.36484255
060	-16.36846773
070	-16.36901756
080	-16.36906154
090	-16.36916688
100	-16.36929423
110	-16.36938607
120	-16.36942291
130	-16.36943189
140	-16.36940399
150	-16.36941880
160	-16.36942616
170	-16.36940639
180	-16.36943557
190	-16.36943005
200	-16.36942689
210	-16.36944589
220	-16.36943921
230	-16.36943691
240	-16.36943803
250	-16.36944775
260	-16.36942698
270	-16.36945106
280	-16.36943263
290	-16.36945115
300	-16.36944610
310	-16.36944741
320	-16.36944040
330	-16.36943432
340	-16.36945261
350	-16.36942663
360	-16.36944976
370	-16.36944181
380	-16.36941136
390	-16.36941847
400	-16.36944455
410	-16.36945310
420	-16.36941221
430	-16.36944056
440	-16.36942725
450	-16.36944156
460	-16.36944956
470	-16.36941359
480	-16.36943247
490	-16.36941812
500	-16.36941557
510	-16.36944657
520	-16.36944792
530	-16.36942088
540	-16.36940836
550	-16.36944124
560	-16.36943625
570	-16.36943205
580	-16.36940598
590	-16.36941587
600	-16.36942470
