Z,SCF,CCSD,A_SCF,A_CCSD,B_SCF,B_CCSD
1.3,-21535.28113,-21535.37988,-21534.84774,-21534.91449,-0.49982785,-0.49982785
1.4,-21535.33465,-21535.43479,,,,
1.5,-21535.36712,-21535.46862,,,,
1.6,-21535.38522,-21535.48800,,,,
1.7,-21535.39350,-21535.49750,,,,
1.8,-21535.39509,-21535.50034,,,,
1.9,-21535.39215,-21535.49873,,,,
2.0,-21535.38621,-21535.49423,,,,
2.1,-21535.37832,-21535.48795,,,,
2.2,-21535.36922,-21535.48066,,,,

