                                                  

         SCF
   -5197.692990
   -5197.694563
   -5197.594134
   -5197.512403
   -5197.475852
   -5197.267778
   -5196.729587
   -5195.494962
   -5193.685006
   -5191.258453
   -5188.226940
   -5184.277299
   -5179.648003
   -5174.260929
   -5168.087607
   -5161.154954
   -5128.797852
   -5087.488925
                                                  
