                                                  

         SCF
   -5197.661366
   -5197.662936
   -5197.562507
   -5197.480811
   -5197.444322
   -5197.236215
   -5196.698067
   -5195.463372
   -5193.653238
   -5191.226417
   -5188.194598
   -5184.244530
   -5179.614651
   -5174.226786
   -5168.052471
   -5161.118612
   -5128.759010
   -5087.455104
                                                  
