energy   error   state
-10.93082199 0.0004128630405 2.35
-10.94970374 0.0005542090863 2.45
-10.95806767 0.0004595674613 2.55
-10.95858373 0.0001449286373 2.65
-10.95494353 0.0003700957031 2.75
-10.94884845 0.0007728443691 2.85
-10.94084975 0.0003305902193 2.95
