                                                  

     Z,SCF,CCSD,A_SCF,A_CCSD,B_SCF,B_CCSD
   1.5,   -150.5245436,   -151.5301541,   -134.9964754,   -135.7031833,   -15.68703503,   -15.86622096
   1.6,   -150.6015214,   -151.5956820,      0.0000000,      0.0000000,     0.00000000,     0.00000000
   1.7,   -150.6463380,   -151.6283131,      0.0000000,      0.0000000,     0.00000000,     0.00000000
   1.8,   -150.6702862,   -151.6416184,      0.0000000,      0.0000000,     0.00000000,     0.00000000
   1.9,   -150.6807767,   -151.6438750,      0.0000000,      0.0000000,     0.00000000,     0.00000000
   2.0,   -150.6826693,   -151.6399863,      0.0000000,      0.0000000,     0.00000000,     0.00000000
   2.1,   -150.6791657,   -151.6328488,      0.0000000,      0.0000000,     0.00000000,     0.00000000
   2.2,   -150.6723763,   -151.6241900,      0.0000000,      0.0000000,     0.00000000,     0.00000000
                                                  
