z,bind
1.985,-0.07463446000001639
1.935,-0.07758996000000096
1.885,-0.07968446000002771
1.835,-0.0806233600000219
1.785,-0.0800078600000127
1.735,-0.07728966000003723
1.685,-0.07170826000002606
1.635,-0.06227416000003316
1.585,-0.04774446000000765
1.535,-0.026614560000002285
1.485,0.0029610399999846493
