                                                  

       SCF,CCSD
   -66.66880047,   -67.11893241
   -66.71929421,   -67.13119417
   -66.57528097,   -66.97784483
   -66.69119915,   -67.16962638
   -66.45707493,   -66.83820116
   -66.44460770,   -66.82127243
   -66.36279383,   -66.78359540
   -65.90655681,   -66.25339099
   -64.99291491,   -65.30919737
   -63.63185382,   -63.92202628
   -61.78785461,   -62.05464135
   -61.08333819,   -61.34979157
   -60.60954642,   -60.88588010
   -59.46890711,   -59.70849109
   -43.92085074,   -44.03637552
   -21.57294419,   -21.62231977
                                                  
