     Z,SCF,CCSD
   1.4,   -104.3226129,   -104.9852771
   1.5,   -104.3334408,   -104.9938413
   1.6,   -104.3350049,   -104.9932303
   1.7,   -104.3307509,   -104.9869820
   1.8,   -104.3229555,   -104.9774465
