
     Z,SCF,CCSD
   1.4,   -104.4644569,   -105.1441036
   1.5,   -104.4760701,   -105.1534211
   1.6,   -104.4779981,   -105.1532628
   1.7,   -104.4737864,   -105.1472475
   1.8,   -104.4657954,   -105.1377903
