                                                  

          SCF
   -17331.12057
   -17331.06829
   -17331.06873
   -17330.94834
   -17330.84993
   -17330.71814
   -17330.19664
   -17329.08006
   -17327.46154
   -17325.34921
   -17304.99262
   -17278.86659
   -17245.15051
   -17328.53468
   -17326.23882
   -17308.19431
                                                  
