250	0.01031239
260	0.00592893
270	0.00534277
280	0.00454871
290	0.00423316
300	0.00732195
310	0.00293497
320	0.00271631
330	0.00202479
340	0.00165835
350	0.00156900
360	0.00159079
370	0.00136323
380	0.00045113
390	0.00033012
400	0.00023968
410	0.00074944
420	0.00069766
430	0.00035910
440	0.00005878
450	0.00031396
460	0.00040441
470	0.00002965
480	0.00060004
490	0.00038993
500	0.00028373
510	0.00038655
520	0.00001257
530	0.00028067
540	0.00028198
550	0.00029003
560	0.00001553
570	0.00028228
580	167.36934882
590	167.36934882
600	167.36934882
