     Z,SCF,CCSD
   1.679,   -127.4387773,   -128.2209361
   1.629,   -127.4392567,   -128.2239163
   1.579,   -127.4388389,   -128.2260853
   1.529,   -127.4373408,   -128.2271836
   1.479,   -127.4345335,   -128.2269017
   1.429,   -127.4301199,   -128.2248443
   1.379,   -127.4237073,   -128.2205302
   1.329,   -127.4147736,   -128.2133671
   1.279,   -127.4026332,   -128.2026162
   1.229,   -127.3863969,   -128.1873469
   1.179,   -127.3649199,   -128.1663835
