                                                  

        SCF,CCSD
   -118.22324907,   -118.87478111
   -118.23876972,   -118.95146011
   -118.20652728,   -118.86078340
   -118.19359981,   -118.85941222
   -117.94129841,   -118.54450644
   -117.93042288,   -118.51590625
   -117.31898204,   -117.85600471
   -116.24370220,   -116.72643383
   -114.67534991,   -115.11070937
   -113.50124107,   -113.92192647
   -112.62292649,   -113.00355947
    -95.71486179,    -96.10326398
    -92.61018965,    -92.86434739
    -65.82749731,    -65.94869356
    -31.20572348,    -31.25527899
                                                  
