r bind
1.20 0.02734751
1.30 -0.03630975
1.40 -0.07552707
1.50 -0.09803259
1.60 -0.10909828
1.70 -0.11237433
1.80 -0.11042339
1.90 -0.10504667
2.00 -0.09753300
