Z,SCF,CCSD,A_SCF,A_CCSD,B_SCF,B_CCSD
1.3,-21535.28113,-21538.34985,-21534.84774,-21537.87132,-0.49982785,-0.49982785
1.4,-21535.33465,-21538.40133,,,,
1.5,-21535.36712,-21538.43236,,,,
1.6,-21535.38522,-21538.44957,,,,
1.7,-21535.39350,-21538.45745,,,,
1.8,-21535.39509,-21538.45908,,,,
1.9,-21535.39215,-21538.45661,,,,
2.0,-21535.38621,-21538.45149,,,,
2.1,-21535.37832,-21538.44478,,,,
2.2,-21535.36922,-21538.43718,,,,
