z,bind
1.4,0.02111927000000058
1.5,-0.014531540000000231
1.6,-0.035207579999999905
1.7,-0.04559088999999983
1.8,-0.0489752200000001
1.9,-0.04767507999999954
2.0,-0.04331600999999996
2.1,-0.037041109999999766
2.2,-0.029657119999999648
