z,bind
1.2,-0.03824932999999853
1.3,-0.08400142999999993
1.4,-0.10698553000001632
1.5,-0.11547153000000698
1.6,-0.11482472999999438
1.7,-0.10855822999998488
1.8,-0.09900253000000625
