                                                  

          SCF
   -15287.54620
   -15287.65447
   -15287.55502
   -15287.62928
   -15287.35619
   -15287.43386
   -15287.17696
   -15286.87172
   -15285.92541
   -15284.52567
   -15282.63864
   -15281.85927
   -15281.42778
   -15280.27159
   -15265.17364
   -15243.57495
                                                  
