SCF,GAPS
-5.30704,0.0
-5.295252,0.011788000000000132
-4.950796,0.35624399999999934
-5.002057,0.304983
-4.773237,0.5338029999999998
-4.437421,0.8696190000000001
-4.147846,1.1591939999999994
-4.014792,1.2922479999999998
-3.882178,1.4248619999999996
-3.589881,1.7171589999999997
-3.233895,2.073145
-2.012922,3.2941179999999997
-1.522637,3.7844029999999997
-0.946857,4.360183
-0.838206,4.468833999999999
