        SCF,CCSD
   -127.03438649,   -127.79384253
   -127.02936245,   -127.80662189
   -127.02927198,   -127.76219282
   -126.95171924,   -127.68004020
   -126.79639556,   -127.48629414
   -126.70712667,   -127.37499641
   -126.15284397,   -126.77660625
   -125.00732076,   -125.57565696
   -123.31108888,   -123.83085394
   -121.07053154,   -121.53454933
    -98.81608826,    -99.13607784
    -69.97389150,    -70.13509846
    -32.45771107,    -32.52769272
                                                  
