        SCF,CCSD
   -127.20537134,   -128.02180554
   -127.20065023,   -128.03423852
   -127.20042624,   -127.99001677
   -127.12251749,   -127.90624209
   -126.96721764,   -127.71398963
   -126.87772267,   -127.60132241
   -126.32341831,   -127.00300688
   -125.17782419,   -125.80019826
   -123.48167612,   -124.05293941
   -121.24081270,   -121.75198623
    -98.98867505,    -99.32145546
    -70.14323046,    -70.30616515
    -32.62950715,    -32.69625178
                                                  
