        SCF,CCSD
   -126.73661271,   -127.46501125
   -126.72408754,   -127.47189065
   -126.72442587,   -127.42800929
   -126.63953743,   -127.34027825
   -126.49261641,   -127.15344144
   -126.39577036,   -127.03612547
   -125.84281390,   -126.43921129
   -124.69175465,   -125.23435462
   -122.99181920,   -123.48741210
   -120.75054394,   -121.19202568
    -98.58203314,    -98.88722300
    -69.63413700,    -69.79033880
    -32.18021949,    -32.25180697
                                                  
