        SCF,CCSD
   -126.55971968,   -127.28666259
   -126.54760721,   -127.29446025
   -126.54814636,   -127.25038911
   -126.46520368,   -127.16509126
   -126.31567696,   -126.97444013
   -126.22061274,   -126.85942601
   -125.66473793,   -126.25862727
   -124.51137610,   -125.05112949
   -122.80805189,   -123.30060587
   -120.56251198,   -121.00115189
    -98.35944781,    -98.66724555
    -69.49367685,    -69.65471117
    -31.97891897,    -32.05855102
                                                  
