        SCF,CCSD
   -127.02078757,   -127.77781355
   -127.01575178,   -127.79059550
   -127.01567046,   -127.74616027
   -126.93815530,   -127.66408481
   -126.78281017,   -127.47026325
   -126.69357513,   -127.35903515
   -126.13927980,   -126.76061730
   -124.99379347,   -125.55974965
   -123.29761492,   -123.81507160
   -121.05711693,   -121.51897917
    -98.80328042,    -99.12249207
    -69.96046785,    -70.12157941
    -32.44423638,    -32.51444372
                                                  
